Time,P_grid,P_charge,P_discharge,Battery_SoC,Cost
81,814.764298067993,51.1502657305998,307.82346389547,307.82346389547,81.4764298067993
82,1225.40958315013,1663.83924595115,920.024210344416,920.024210344416,122.540958315013
83,1537.04292396759,281.853856339552,578.664669319816,578.664669319816,153.704292396759
84,425.202787778519,50.5877112545966,305.326587313384,305.326587313384,42.5202787778519
85,547.523161458887,1640.53542678272,908.022297753393,908.022297753393,54.7523161458887
86,1267.53212901538,281.980431096653,572.87616509254,572.87616509254,126.753212901538
87,607.670415341121,53.906782663016,304.042681123736,304.042681123736,60.76704153411211
88,473.992144041579,1636.71005634589,905.626345087035,905.626345087035,47.3992144041579
89,1259.66275821657,284.97603368137,573.095332425702,573.095332425702,125.966275821657
90,527.550553291743,52.3035024064066,303.407423962153,303.407423962153,52.7550553291743
91,1200.22435898878,1601.73323180039,889.128868955844,889.128868955844,120.02243589887802
92,1475.25618281386,292.458008212214,568.520911753628,568.520911753628,147.52561828138602
93,709.749562313633,51.9519058589046,301.016133950568,301.016133950568,70.9749562313633
94,894.680732813948,1450.0404173461,817.757335337382,817.757335337382,89.46807328139481
95,1321.5813422278,264.766264130952,520.933857409588,520.933857409588,132.15813422278
96,600.626801487384,21.0957928501238,263.551855172485,263.551855172485,60.0626801487384
97,788.63420355968,1062.94668240823,620.350586301174,620.350586301174,78.863420355968
98,1382.97753555179,288.013827851788,435.520788011463,435.520788011463,138.297753555179
99,1423.06735040928,21.4051978119255,222.083558787771,222.083558787771,142.306735040928
100,1242.73792690973,1182.26448676853,655.370810336913,655.370810336913,124.27379269097301
101,2135.2434398262,290.545322993803,453.753550677936,453.753550677936,213.52434398262
102,1289.67142495698,51.1362018686998,244.726305297713,244.726305297713,128.967142495698
103,846.442322696456,1340.93297672526,739.836923860192,739.836923860192,84.64423226964561
104,1725.57877775392,269.899573724482,485.34843228386,485.34843228386,172.557877775392
105,499.89258370412,38.4787261586256,254.260544116834,254.260544116834,49.989258370412
106,1166.81584287399,299.996238190658,262.714934296442,262.714934296442,116.681584287399
107,1703.75126550834,194.053166497337,217.801112997675,217.801112997675,170.375126550834
108,670.729457146222,46.6076383368732,127.679205613754,127.679205613754,67.07294571462221
109,603.162046757711,1564.18272052717,786.138538773762,786.138538773762,60.316204675771104
110,1026.16526068649,306.718764178898,524.946305900784,524.946305900784,102.61652606864901
111,633.047128996848,54.061485143917,280.763836383656,280.763836383656,63.3047128996848
112,643.812266427729,1570.3567559013,863.575700905334,863.575700905334,64.3812266427729
113,859.248908754784,323.721973216097,570.541536762869,570.541536762869,85.92489087547841
114,587.802988084541,54.1036767296171,302.996424704208,302.996424704208,58.7802988084541
115,356.712204936387,1587.99283872401,882.569302778161,882.569302778161,35.67122049363871
116,1064.29167935089,313.314715410036,574.978137588108,574.978137588108,106.42916793508901
117,451.25419751459,54.3990178295189,305.294535538381,305.294535538381,45.125419751459
118,189.070944832412,1682.48792683066,927.423160372376,927.423160372376,18.907094483241202
119,737.813053659817,319.784091884074,599.824177066223,599.824177066223,73.78130536598171
120,459.608294214652,60.3199036894536,320.139323739817,320.139323739817,45.960829421465206
121,653.834399967955,1714.55353196285,949.495856486819,949.495856486819,65.3834399967955
122,1538.00450960218,325.015848510905,612.998906124908,612.998906124908,153.800450960218
123,960.632070155511,59.3073056326477,326.089130334424,326.089130334424,96.0632070155511
124,953.029500013927,1743.77823699122,965.920273180656,965.920273180656,95.3029500013927
125,1400.52867331507,329.150623909529,622.914203897423,622.914203897423,140.052867331507
126,605.805011159105,59.5041996992489,331.010786631345,331.010786631345,60.5805011159105
127,459.845124492159,1748.46150300395,970.485514749149,970.485514749149,45.984512449215906
128,1022.59398323335,319.362176027072,620.608001474936,620.608001474936,102.259398323335
129,520.000918959315,41.7556059813448,321.672838871463,321.672838871463,52.0000918959315
130,643.476630173635,1389.20015076634,799.662734868982,799.662734868982,64.3476630173635
131,1437.34391594732,300.924453076064,528.853290782913,528.853290782913,143.73439159473202
132,634.486106417977,52.528524196808,281.957753503275,281.957753503275,63.4486106417977
133,1050.84027531155,1455.39874873003,810.952429003571,810.952429003571,105.084027531155
134,1253.68172192188,321.978054340487,544.097436715735,544.097436715735,125.368172192188
135,646.228059373777,55.5100629196254,290.764305982005,290.764305982005,64.6228059373777
136,355.897536548023,1632.16742895217,897.054971954992,897.054971954992,35.5897536548023
137,1454.30626429596,299.939982743058,575.84515783736,575.84515783736,145.430626429596
138,714.873005890218,55.5381906434256,306.24416256471,306.24416256471,71.4873005890218
139,694.603771889841,749.055348660291,495.874054667891,495.874054667891,69.46037718898411
140,1387.8381529681,265.399137916456,364.411832771332,364.411832771332,138.78381529681002
141,687.364133521502,9.90095877765806,182.116336630565,182.116336630565,68.73641335215021
142,1273.64198223578,550.951789935729,343.715133444119,343.715133444119,127.364198223578
143,1690.37507294999,84.101894162493,206.375044232597,206.375044232597,169.03750729499902
144,1289.02783232009,32.0374774083878,115.369289939506,115.369289939506,128.902783232009
145,1658.25061212333,1367.90746384962,689.301185418877,689.301185418877,165.82506121233303
146,1885.41173013275,299.349300543255,474.358394814472,474.358394814472,188.54117301327503
147,752.419532902814,30.870176870681,245.385030615148,245.385030615148,75.2419532902814
148,832.225602594871,754.04801963482,468.53544451529,468.53544451529,83.22256025948711
149,1716.97796010963,285.988631738176,360.622262786272,360.622262786272,171.697796010963
150,1486.32471669705,42.6135015572498,195.410171693526,195.410171693526,148.632471669705
151,1134.97622442789,1469.33603587301,775.238684863715,775.238684863715,113.49762244278901
152,1961.85162400673,308.68770484491,520.547386791313,520.547386791313,196.185162400673
153,589.670627350665,36.6785518354151,270.575595119594,270.575595119594,58.9670627350665
154,884.88927410962,1411.88516442512,785.268295516557,785.268295516557,88.488927410962
155,2049.16145109486,173.379289504216,462.810097188864,462.810097188864,204.916145109486
156,1608.49330050027,11.3917281390668,230.743911269194,230.743911269194,160.849330050027
157,1382.62139103964,828.516168395756,495.867978298925,495.867978298925,138.26213910396402
158,2040.44368967342,223.052849735307,344.810141676971,344.810141676971,204.04436896734202
159,614.321987509862,18.254892746307,176.433166818802,176.433166818802,61.4321987509862
160,652.690662695642,1071.65221292438,581.937246483137,581.937246483137,65.2690662695642
161,933.941022974449,294.131607778324,419.638030860983,419.638030860983,93.3941022974449
162,518.191458405648,65.4954048686839,234.751657544575,234.751657544575,51.8191458405648
163,412.349240682538,1326.61596531098,728.351273518206,728.351273518206,41.234924068253804
164,674.051603069152,174.574717765723,435.634560320954,435.634560320954,67.40516030691519
165,457.388903584596,17.8470407512046,220.492198247625,220.492198247625,45.7388903584596
166,564.290674928528,729.197175657374,444.906686854371,444.906686854371,56.4290674928528
167,769.397110307654,280.981896901747,346.793597161784,346.793597161784,76.93971103076541
168,579.929217923159,26.8197846434572,181.363473304828,181.363473304828,57.9929217923159
169,336.095653322424,1206.36994606527,646.68932100692,646.68932100692,33.609565332242404
170,672.147412163787,299.982174328758,453.89167553245,453.89167553245,67.2147412163787
171,419.042304488574,49.7016879548913,244.129674428265,244.129674428265,41.904230448857405
172,388.050234359702,1536.2518907936,829.943857511836,829.943857511836,38.805023435970206
173,598.964884002704,493.374339316792,632.675387625461,632.675387625461,59.89648840027041
174,248.184232716202,364.535300450137,476.940885589967,476.940885589967,24.8184232716202
175,575.866595257496,364.535300450137,401.070230752163,401.070230752163,57.5866595257496
176,732.855289010309,364.535300450137,364.107604036309,364.107604036309,73.2855289010309
177,282.2969690706,364.535300450137,346.100170508073,346.100170508073,28.229696907060003
178,711.294854472315,364.535300450137,337.327318276368,337.327318276368,71.1294854472315
179,1199.35540668992,364.535300450137,119.940278331294,557.38292914474,119.93554066899202
180,764.298532413013,364.535300450137,0.0,903.69146457237,76.4298532413013
181,1063.99130873483,364.535300450137,0.0,1250.0,106.399130873483
